object_id,name,description,type,project_stage,year_implemented,partners,idea_description,collector,source,photos,need_volunteers,need_funding,need_site_access,need_design,need_materials,need_volunteers_2,need_funding_2,need_materials_2,need_tools2,address,location,latitude,longitude
0307J00379000001,Connecting the Dots: A Railroad Crossing Runs Through It,https://gtechstrategies.org/projects/connecting-the-dots-a-railroad-crossing-runs-through-it/,Not specified,A project that is in progress ,,"The City of McKeesport, McKeesport Area Public Schools, LaRosa Boys & Girls Club",,Jibran,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-26-unknown-location-dmh0qqn.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-26-unknown-location-dmi0q3s.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Unknown Location,Unknown,40.34980798,-79.86436378
5526889d7a692b0300cef5ee,Cedar Ave. & North Ave. flower garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1988,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-9-near-357-e-north-ave-z260mfj.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-9-near-357-e-north-ave-bc70mav.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 357 E North Ave,Pittsburgh,40.45580111,-80.00300199
0008S00125000000,Downtown Greener Parking Lot and Green Wall,"A green wall with native vines growing up a grid attached to the building. Perennial beds, a walking path and mature trees were planted without losing a parking space.",Rain Garden Stormwater Project,A project that has been implemented ,2013,"Alco Parking, Duquesne Light, Pittsburgh Cultural Trust",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-9-101--7th-st-pittsburgh-tsb0hga.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-9-101--7th-st-pittsburgh-tsa0hdp.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-9-101--7th-st-pittsburgh-tr90hve.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101  7TH ST PITTSBURGH,Pittsburgh,40.44439787,-80.00046227
0001N00219000000,,Community flower garden,Flower Garden,A project that has been implemented ,1993,Mt. Washington CDC,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-9-unknown-location-2t00ux6.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-9-unknown-location-3610unl.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-9-unknown-location-3720umo.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.43512428,-80.01328113
0114L00182000000,Allegheny Mountains Lot,"This lot is a small garden meant to provide visual interest at the intersection of a main thoroughfare and provide a home for native plants. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015/",Not specified,An idea for a lot,,"Brighton Heights Garden and Greenspace Committee, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-3811--california-ave-pittsburgh-2t10b9x.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-3811--california-ave-pittsburgh-2t00blg.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-3811--california-ave-pittsburgh-2u20bol.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3811  CALIFORNIA AVE PITTSBURGH,Pittsburgh,40.4843917,-80.04072347
0114L00182000000,Allegheny Mountains Lot,"This lot is a small garden meant to provide visual interest at the intersection of a main thoroughfare and provide a home for native plants. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015/",Not specified,A project that is in progress ,,Brighton Heights Garden and Greenspace Committee,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-26-3811--california-ave-pittsburgh-ah2z0kve.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-26-3811--california-ave-pittsburgh-ag2y0kg2.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-26-3811--california-ave-pittsburgh-ak300kqw.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3811  CALIFORNIA AVE PITTSBURGH,Pittsburgh,40.4843917,-80.04072347
0114L00182000000,Allegheny Mountains Lot,"A former building was demolished at this project site which left it an unused vacant lot. It is between a sidewalk and an apartment building in front of a busy intersection. The project started with weed whacking the existing vegetation down to bare soil. Then, the entire lot was rotatilled to loosen the soil. Wood chips collected from a local nursery were added and worked in to amend the soil. To improve the rocky conditions of the soil, a mixture of topsoil and manure was placed and spread over the entire lot creating mounds to aid in planting depth. Wildlife habitat was created with clusters of branches and driftwood, mossy logs and tree stumps.",Greenway Wooded Lot,A project that has been implemented ,2015,"GTECH, Brighton Heights Citizens' Federation Garden & Greenspace Committee, ES Landscaping, Sylvania Natives, Shemin Nursery, City of Pittsburgh Public Works",,Brighton Heights Citizens Federation,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-19-3811--california-ave-pittsburgh-tj30zt7.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-19-3811--california-ave-pittsburgh-tj10z4u.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-19-3811--california-ave-pittsburgh-tj20zex.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3811  CALIFORNIA AVE PITTSBURGH,Pittsburgh,40.4843917,-80.04072347
0046N00222000000,,,Not specified,An idea for a lot,,,"The Perry Hilltop Gateway Beautification Project will be a welcoming garden and gathering space for residents of all ages. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015/ ",GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-r640bs4.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-r530bah.png,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Unknown,40.46470923,-80.01367654
0046N00222000000,Perry Hilltop Gateway Beautification Project,"The Perry Hilltop Gateway Beautification Project will be a welcoming garden and gathering space for residents of all ages. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015/",Not specified,A project that is in progress ,,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-26-unknown-location-fg350kxe.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-26-unknown-location-fh360kw6.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-26-unknown-location-fg340kds.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Unknown,40.46470923,-80.01367654
0046N00222000000,Perry Hilltop Gateway Beautification Project,"The Perry Hilltop Gateway Beautification Project will be a welcoming garden and gathering space for residents of all ages. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015",Not specified,A project that is in progress ,,,,LJ,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-23-unknown-location-ye1z0djl.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-23-unknown-location-ye1y0dpk.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Unknown Location,Unknown,40.46470923,-80.01367654
0046N00222000000,Perry Hilltop Gateway Beautification Project,"The Perry Hilltop Gateway Beautification Project will be a welcoming garden and gathering space for residents of all ages. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015",Not specified,A project that is in progress ,,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-unknown-location-nk2f075l.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-unknown-location-nk2e07nk.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-unknown-location-nk2d07hl.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Unknown Location,Unknown,40.46470923,-80.01367654
0047L00112000000,,,Not specified,An idea for a lot,,,"The Asylum Parklet will be a community space with something for everyone, including a picnic area, playspace for kids, a food garden, a Maypole, and an open area for recreation and events. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015/",GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-x150uvn.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-x260ujm.jpg,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Unknown,40.46696132,-79.98920232
0047L00112000000,Asylum Lot,"The Asylum Parklet will be a community space with something for everyone, including a picnic area, playspace for kids, a food garden, a Maypole, and an open area for recreation and events. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015",Not specified,A project that is in progress ,,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-24-unknown-location-v2a0kdx.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-24-unknown-location-v3b0kyi.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-24-unknown-location-v3c0kkb.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unknown Location,Unknown,40.46696132,-79.98920232
0047L00112000000,Asylum Lot,"The Asylum Parklet will be a community space with something for everyone, including a picnic area, playspace for kids, a food garden, a Maypole, and an open area for recreation and events. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015",Not specified,A project that is in progress ,,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-24-unknown-location-hnu0kgp.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-24-unknown-location-hns0kb4.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-24-unknown-location-hnt0kwi.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unknown Location,Unknown,40.46696132,-79.98920232
0047L00112000000,Asylum Lot,"The Asylum Parklet will be a community space with something for everyone, including a picnic area, playspace for kids, a food garden, a Maypole, and an open area for recreation and events. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015",Not specified,A project that is in progress ,,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-unknown-location-8dbq0zgg.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-unknown-location-8dbr0z8n.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-unknown-location-8cbp0zkp.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unknown Location,Unknown,40.46696132,-79.98920232
5527e789af4b4c03003c21dd,,,Not specified,An idea for a lot,,,"The Observatory Hill Welcome Center is a multipurpose space that will welcome passersby into the Northside, provide a comfortable space to wait for the bus, and a spot to garden. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015/",GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-custom-location-f080bt8.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-custom-location-f070bjl.png,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Custom location,Unknown,40.49382884,-80.02216369
0116E00010000000,,,Not specified,An idea for a lot,,,"This vacant lot will become a community space with a small food garden, a bonfire ring, and some lawn games. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015/",GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-3712--baytree-st-pittsburgh-qd70ukg.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-3712--baytree-st-pittsburgh-qd80uih.jpg,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3712  BAYTREE ST PITTSBURGH,Pittsburgh,40.48900345,-80.01417663
0116E00010000000,Baytree St Community Garden,"This vacant lot will become a community space with a small food garden, a bonfire ring, and some lawn games. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015",Not specified,A project that is in progress ,,,,LJ,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-23-3712--baytree-st-pittsburgh-fr402du.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-23-3712--baytree-st-pittsburgh-fq2024m.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-23-3712--baytree-st-pittsburgh-fq302qt.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3712  BAYTREE ST PITTSBURGH,Pittsburgh,40.48900345,-80.01417663
0116E00010000000,Baytree St  Community Garden,"This vacant lot will become a community space with a small food garden, a bonfire ring, and some lawn games. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015",Not specified,A project that is in progress ,,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-3712--baytree-st-pittsburgh-xxb40zaj.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-3712--baytree-st-pittsburgh-xxb50zsc.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-3712--baytree-st-pittsburgh-xwb30zph.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3712  BAYTREE ST PITTSBURGH,Pittsburgh,40.48900345,-80.01417663
0045L00046000000,,,Not specified,An idea for a lot,,,"The Star Meditation Garden will be a beautiful garden with space for yoga and mediation. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015/",GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-4aa0bjv.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-4a90box.png,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Unknown,40.46664463,-80.02063763
0045L00046000000,Star Meditation garden,"The Star Meditation Garden will be a beautiful garden with space for yoga and mediation. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015",Not specified,A project that is in progress ,,,,LJ,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-23-unknown-location-jw00k4t.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-23-unknown-location-jx20kh2.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-23-unknown-location-jx10khz.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Unknown Location,Unknown,40.46664463,-80.02063763
